sample_name,consensus_cluster,reference_cluster,reference_color,broad_class,subclass,merged_cluster_smFISH,merged_cluster_ISS
LS-15371_S72_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15371_S76_E1-50,cl81_e63_Msl2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15371_S77_E1-50,cl48_e91_Csgalnact1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15371_S78_E1-50,cl187_e26_Teddm2_L6_CT,VISp L6 CT Ctxn3,#69A8E6,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15371_S79_E1-50,cl61_e77_Mir221_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15371_S81_E1-50,cl61_e77_Mir221_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15371_S84_E1-50,cl81_e63_Msl2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15371_S85_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15371_S87_E1-50,cl61_e77_Mir221_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15371_S88_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15371_S90_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15371_S92_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15371_S94_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15371_S95_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15371_S96_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15372_S05_E1-50,cl58_i81_Tmem255a_Sst,Sst Crhr2_1,#C11331,Inh,Sst,Sst_2,Sst Crhr2
LS-15372_S13_E1-50,cl21_i137_Thumpd2_Sst,Sst Crhr2_2,#B95541,Inh,Sst,Sst_2,Sst Crhr2
LS-15372_S17_E1-50,cl58_i81_Tmem255a_Sst,Sst Crhr2_1,#C11331,Inh,Sst,Sst_2,Sst Crhr2
LS-15372_S73_E1-50,cl66_e71_Serpinb11_L6b,VISp L6b Crh,#254566,Ex,L6b,L6b,L6b P2ry12
LS-15372_S74_E1-50,cl66_e71_Serpinb11_L6b,L6b P2ry12,#336D99,Ex,L6b,L6b,L6b P2ry12
LS-15372_S75_E1-50,cl37_e104_Mapk13_L6b,VISp L6b Mup5,#2B7880,Ex,L6b,L6b,VISp L6b Mup5
LS-15372_S78_E1-50,cl37_e104_Mapk13_L6b,VISp L6b Mup5,#2B7880,Ex,L6b,L6b,VISp L6b Mup5
LS-15372_S80_E1-50,cl66_e71_Serpinb11_L6b,L6b P2ry12,#336D99,Ex,L6b,L6b,L6b P2ry12
LS-15372_S82_E1-50,cl165_n33_Kdelr3_VLMC,VLMC Spp1,#74996B,Glia,VLMC,VLMC,VLMC Spp1
LS-15372_S83_E1-50,cl66_e71_Serpinb11_L6b,L6b P2ry12,#336D99,Ex,L6b,L6b,L6b P2ry12
LS-15372_S85_E1-50,cl66_e71_Serpinb11_L6b,L6b P2ry12,#336D99,Ex,L6b,L6b,L6b P2ry12
LS-15372_S86_E1-50,cl66_e71_Serpinb11_L6b,L6b P2ry12,#336D99,Ex,L6b,L6b,L6b P2ry12
LS-15372_S87_E1-50,cl74_e68_Napsa_L6b,VISp L6b Rprm,#1F6666,Ex,L6b,L6b,VISp L6b Rprm
LS-15372_S88_E1-50,cl13_n153_Ctla2a_Endo,Endo Slc38a5,#805F59,Endo,Endo,Endo,Endo Slc38a5
LS-15372_S89_E1-50,cl37_e104_Mapk13_L6b,VISp L6b Mup5,#2B7880,Ex,L6b,L6b,VISp L6b Mup5
LS-15372_S90_E1-50,cl74_e68_Napsa_L6b,VISp L6b Rprm,#1F6666,Ex,L6b,L6b,VISp L6b Rprm
LS-15372_S91_E1-50,cl74_e68_Napsa_L6b,VISp L6b Rprm,#1F6666,Ex,L6b,L6b,VISp L6b Rprm
LS-15372_S92_E1-50,cl66_e71_Serpinb11_L6b,VISp L6b Crh,#254566,Ex,L6b,L6b,L6b P2ry12
LS-15372_S93_E1-50,cl37_e104_Mapk13_L6b,VISp L6b Mup5,#2B7880,Ex,L6b,L6b,VISp L6b Mup5
LS-15372_S94_E1-50,cl13_n153_Ctla2a_Endo,Endo Slc38a5,#805F59,Endo,Endo,Endo,Endo Slc38a5
LS-15372_S95_E1-50,cl37_e104_Mapk13_L6b,VISp L6b Mup5,#2B7880,Ex,L6b,L6b,VISp L6b Mup5
LS-15372_S96_E1-50,cl13_n153_Ctla2a_Endo,Endo Slc38a5,#805F59,Endo,Endo,Endo,Endo Slc38a5
LS-15373_S82_E1-50,cl36_i104_Rspo4_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
LS-15373_S84_E1-50,cl3_i309_Cpne6_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15373_S85_E1-50,cl93_i58_Sln_Lamp5,Lamp5 Pax6,#DDACC9,Inh,Lamp5,Lamp5_1,Lamp5 Pax6
LS-15373_S88_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15373_S90_E1-50,cl184_n28_Pf4_Macrophage,PVM Mrc1,#4C6647,Glia,Macrophage,Macrophage,PVM Mrc1
LS-15373_S91_E1-50,cl65_i72_Tmem223_Lamp5,Lamp5 Egln3_3,#DD6091,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_b
LS-15373_S94_E1-50,cl66_e71_Serpinb11_L6b,L6b P2ry12,#336D99,Ex,L6b,L6b,L6b P2ry12
LS-15373_S95_E1-50,cl74_e68_Napsa_L6b,VISp L6b Rprm,#1F6666,Ex,L6b,L6b,VISp L6b Rprm
LS-15373_S96_E1-50,cl66_e71_Serpinb11_L6b,VISp L6b Crh,#254566,Ex,L6b,L6b,L6b P2ry12
LS-15374_S01_E1-50,cl61_e77_Mir221_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15374_S02_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15374_S03_E1-50,cl48_e91_Csgalnact1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15374_S04_E1-50,cl1009_e15_Hsd17b2_L6b,L6b Mup3,#335280,Ex,L6b,L6b,L6b Mup3
LS-15374_S05_E1-50,cl48_e91_Csgalnact1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15374_S07_E1-50,cl48_e91_Csgalnact1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
