sample_name,consensus_cluster,reference_cluster,reference_color,broad_class,subclass,merged_cluster_smFISH,merged_cluster_ISS
LS-15059_S81_E1-50,cl81_e63_Msl2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15059_S82_E1-50,cl126_e44_Traf5_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15059_S83_E1-50,cl81_e63_Msl2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15059_S84_E1-50,cl143_e38_Tmem136_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15059_S85_E1-50,cl131_i43_Scgn_Meis2,Meis2,#FF0000,Inh,Meis2,Meis2,Meis2
LS-15059_S87_E1-50,cl187_e26_Teddm2_L6_CT,VISp L6 CT Ctxn3,#69A8E6,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15059_S88_E1-50,cl143_e38_Tmem136_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15059_S89_E1-50,cl126_e44_Traf5_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15059_S92_E1-50,cl126_e44_Traf5_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15059_S96_E1-50,cl126_e44_Traf5_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15060_S01_E1-50,cl17_e147_Gng12_L6_CT,VISp L6 CT Ctxn3,#69A8E6,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15060_S02_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15060_S03_E1-50,cl29_i121_Acbd7_Sst,Sst Chodl,#FFFF00,Inh,Sst,Sst_4,Sst Chodl_a
LS-15060_S05_E1-50,cl187_e26_Teddm2_L6_CT,VISp L6 CT Ctxn3,#69A8E6,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15060_S07_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15060_S08_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15060_S09_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15060_S11_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15060_S12_E1-50,cl10_i163_Tacstd2_Sst,Sst C1ql3,#802600,Inh,Sst,Sst_1,Sst C1ql3
LS-15060_S14_E1-50,cl214_e22_Rttn_L6_CT,VISp L6 CT Adcyap1,#5C89CC,Ex,L6 PT,L6 PT,VISp L6 CT Adcyap1
LS-15060_S25_E1-50,cl6_e204_Exosc4_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15060_S26_E1-50,cl6_e204_Exosc4_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15060_S27_E1-50,cl210_e22_Spaca6_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15060_S28_E1-50,cl62_e76_Apaf1_L23_IT,VISp L2/3 IT Cdh13_2,#A6E6A9,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_b
LS-15060_S29_E1-50,cl181_e28_Nfkbid_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15060_S30_E1-50,cl71_e68_Mir153_L23_IT,VISp L2/3 IT Cdh13_2,#A6E6A9,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_a
LS-15060_S31_E1-50,cl94_e57_Cyp39a1_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15060_S32_E1-50,cl6_e204_Exosc4_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15060_S33_E1-50,cl12_i155_Crabp1_Sncg,Sncg Ptprk,#9900B3,Inh,Sncg,Sncg_2,Sncg Ptprk
LS-15060_S34_E1-50,cl6_e204_Exosc4_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15060_S35_E1-50,cl125_e44_Agmat_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15060_S36_E1-50,cl36_i104_Rspo4_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
LS-15060_S37_E1-50,cl103_e53_NA_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15060_S38_E1-50,cl62_e76_Apaf1_L23_IT,VISp L2/3 IT Cdh13_2,#A6E6A9,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_b
LS-15060_S39_E1-50,cl103_e53_NA_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15060_S40_E1-50,cl102_e53_Tmem74b_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15060_S42_E1-50,cl181_e28_Nfkbid_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15060_S43_E1-50,cl103_e53_NA_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15060_S44_E1-50,cl62_e76_Apaf1_L23_IT,VISp L2/3 IT Cdh13_2,#A6E6A9,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_b
LS-15060_S45_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15060_S46_E1-50,cl103_e53_NA_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15060_S48_E1-50,cl71_e68_Mir153_L23_IT,VISp L2/3 IT Cdh13_1,#D9F077,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_a
LS-15060_S49_E1-50,cl89_i60_Clnk_Lamp5,Lamp5 Egln3_1,#FF88AD,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15060_S52_E1-50,cl36_i104_Rspo4_Vip,Vip Rspo4,#FF00FF,Inh,Vip,Vip_4,Vip Rspo4
LS-15060_S53_E1-50,cl233_i21_Grem2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15060_S54_E1-50,cl137_i41_NA_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15060_S56_E1-50,cl63_i73_Tac2_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15060_S57_E1-50,cl12_i155_Crabp1_Sncg,Sncg Ptprk,#9900B3,Inh,Sncg,Sncg_2,Sncg Ptprk
LS-15060_S61_E1-50,cl138_i41_Has2_Lamp5,Lamp5 Pdlim5,#FF7290,Inh,Lamp5,Lamp5_2,Lamp5 Pdlim5
LS-15060_S62_E1-50,cl50_i90_Agt_Lamp5,Lamp5 Egln3_2,#E67B73,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_a
LS-15060_S66_E1-50,cl158_i35_Cyp2s1_Sst,Sst Myh8_3,#FFB307,Inh,Sst,Sst_3,Sst Tac2
LS-15060_S68_E1-50,cl10_i163_Tacstd2_Sst,Sst C1ql3,#802600,Inh,Sst,Sst_1,Sst C1ql3
LS-15060_S69_E1-50,cl95_i57_Atp12a_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15060_S70_E1-50,cl23_i132_Myh13_Sst,Sst Myh8_2,#FF9F2C,Inh,Sst,Sst_2,Sst Myh8_a
LS-15060_S71_E1-50,cl219_n22_Pdzph1_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_c
LS-15060_S73_E1-50,cl239_i20_Casp9_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_b
LS-15060_S74_E1-50,cl18_i146_Car4_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15060_S76_E1-50,cl26_i124_Ccser1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15060_S77_E1-50,cl16_n148_Cml3_Astro,Astro Aqp4,#665C47,Glia,Astro,Astro,Astro Aqp4_b
LS-15060_S80_E1-50,cl158_i35_Cyp2s1_Sst,Sst Myh8_3,#FFB307,Inh,Sst,Sst_3,Sst Tac2
LS-15060_S81_E1-50,cl63_i73_Tac2_Vip,Vip Crispld2_2,#992E81,Inh,Vip,Vip_2,Vip Crispld2_a
LS-15060_S82_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15060_S84_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15060_S85_E1-50,cl93_i58_Sln_Lamp5,Lamp5 Pax6,#DDACC9,Inh,Lamp5,Lamp5_1,Lamp5 Pax6
LS-15060_S86_E1-50,cl45_i95_Gsx2_Vip,Vip Cbln4_2,#FF00B3,Inh,Vip,Vip_2,Vip Cbln4
LS-15060_S88_E1-50,cl95_i57_Atp12a_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15060_S89_E1-50,cl9_i166_Tll1_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_b
LS-15060_S90_E1-50,cl45_i95_Gsx2_Vip,Vip Cbln4_2,#FF00B3,Inh,Vip,Vip_2,Vip Cbln4
LS-15060_S91_E1-50,cl12_i155_Crabp1_Sncg,Sncg Crispld2 ,#7A0099,Inh,Sncg,Sncg_2,Sncg Ptprk
LS-15060_S92_E1-50,cl5_i231_Nov_Vip,Vip Htr1f,#FF4DC1,Inh,Vip,Vip_3,Vip Htr1f
LS-15060_S93_E1-50,cl102_e53_Tmem74b_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15061_S01_E1-50,cl103_e53_NA_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15061_S05_E1-50,cl62_e76_Apaf1_L23_IT,VISp L2/3 IT Cdh13_2,#A6E6A9,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_b
LS-15061_S06_E1-50,cl6_e204_Exosc4_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15061_S07_E1-50,cl6_e204_Exosc4_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15061_S09_E1-50,cl26_i124_Ccser1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15061_S11_E1-50,cl65_i72_Tmem223_Lamp5,Lamp5 Egln3_3,#DD6091,Inh,Lamp5,Lamp5_1,Lamp5 Egln3_b
LS-15061_S12_E1-50,cl211_e22_Ascl5_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15061_S13_E1-50,cl6_e204_Exosc4_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15061_S14_E1-50,cl71_e68_Mir153_L23_IT,VISp L2/3 IT Cdh13_1,#D9F077,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Cdh13_a
LS-15061_S15_E1-50,cl111_e48_Zar1l_L23_IT,VISp L2/3 IT Agmat,#7AE6AB,Ex,L2/3 IT,L2/3 IT,VISp L2/3 IT Agmat
LS-15061_S16_E1-50,cl1_e421_Cst3_L4,VISp L4 Rspo1,#00979D,Ex,L4,L4,VISp L4 Rspo1
LS-15061_S17_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15061_S18_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15061_S19_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15061_S21_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15061_S22_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15061_S23_E1-50,cl150_e36_Car3_L6_IT,VISp L6 IT Car3,#5100FF,Ex,L6 IT,L6 IT_2,VISp L6 IT Car3
LS-15061_S33_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15061_S35_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15061_S36_E1-50,cl172_e31_Htr6_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15061_S38_E1-50,cl17_e147_Gng12_L6_CT,VISp L6 CT Ctxn3,#69A8E6,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15061_S39_E1-50,cl76_e66_Pou2f2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15061_S40_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15061_S41_E1-50,cl17_e147_Gng12_L6_CT,VISp L6 CT Ctxn3,#69A8E6,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15061_S42_E1-50,cl156_e35_Gpr139_L6_CT,VISp L6 CT Gpr139,#74A0FF,Ex,L6 PT,L6 PT,VISp L6 CT Gpr139
LS-15061_S43_E1-50,cl17_e147_Gng12_L6_CT,VISp L6 CT Ctxn3,#69A8E6,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15061_S44_E1-50,cl76_e66_Pou2f2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15061_S45_E1-50,cl48_e91_Csgalnact1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15061_S46_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15061_S47_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15061_S48_E1-50,cl48_e91_Csgalnact1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15061_S50_E1-50,cl213_i22_Dnhd1_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15061_S51_E1-50,cl10_i163_Tacstd2_Sst,Sst C1ql3,#802600,Inh,Sst,Sst_1,Sst C1ql3
LS-15061_S52_E1-50,cl49_i90_Gpr149_Pvalb,Pvalb Gpr149,#E62A5D,Inh,Pvalb,Pvalb_3,Pvalb Gpr149
LS-15061_S55_E1-50,cl49_i90_Gpr149_Pvalb,Pvalb Gpr149,#E62A5D,Inh,Pvalb,Pvalb_3,Pvalb Gpr149
LS-15061_S60_E1-50,cl160_i34_NA_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15061_S62_E1-50,cl239_i20_Casp9_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_b
LS-15061_S65_E1-50,cl1007_i56_NA_Pvalb,Pvalb Th,#FF2F7E,Inh,Pvalb,Pvalb_2,Pvalb Th
LS-15061_S66_E1-50,cl241_i20_Fv1_Pvalb,Pvalb  Prdm8   ,#FF554D,Inh,Pvalb,Pvalb_3,Pvalb Gpr149
LS-15061_S68_E1-50,cl213_i22_Dnhd1_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15061_S70_E1-50,cl49_i90_Gpr149_Pvalb,Pvalb Gpr149,#E62A5D,Inh,Pvalb,Pvalb_3,Pvalb Gpr149
LS-15061_S72_E1-50,cl49_i90_Gpr149_Pvalb,Pvalb Gpr149,#E62A5D,Inh,Pvalb,Pvalb_3,Pvalb Gpr149
LS-15061_S73_E1-50,cl90_i59_Rom1_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15061_S74_E1-50,cl49_i90_Gpr149_Pvalb,Pvalb Gpr149,#E62A5D,Inh,Pvalb,Pvalb_3,Pvalb Gpr149
LS-15061_S76_E1-50,cl90_i59_Rom1_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15061_S77_E1-50,cl49_i90_Gpr149_Pvalb,Pvalb Gpr149,#E62A5D,Inh,Pvalb,Pvalb_3,Pvalb Gpr149
LS-15061_S80_E1-50,cl53_i85_Dclk2_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_b
LS-15061_S81_E1-50,cl53_i85_Dclk2_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_b
LS-15061_S85_E1-50,cl53_i85_Dclk2_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_b
LS-15061_S86_E1-50,cl53_i85_Dclk2_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_b
LS-15061_S87_E1-50,cl53_i85_Dclk2_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_b
LS-15061_S89_E1-50,cl153_i35_Mir384_Pvalb,Pvalb  Prdm8   ,#FF554D,Inh,Pvalb,Pvalb_3,Pvalb Gpr149
LS-15061_S91_E1-50,cl90_i59_Rom1_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15061_S92_E1-50,cl90_i59_Rom1_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15062_S01_E1-50,cl101_e53_Zmiz1os1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15062_S02_E1-50,cl150_e36_Car3_L6_IT,VISp L6 IT Car3,#5100FF,Ex,L6 IT,L6 IT_2,VISp L6 IT Car3
LS-15062_S04_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15062_S06_E1-50,cl48_e91_Csgalnact1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15062_S08_E1-50,cl172_e31_Htr6_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15062_S09_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15062_S10_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15062_S11_E1-50,cl156_e35_Gpr139_L6_CT,VISp L6 CT Gpr139,#74A0FF,Ex,L6 PT,L6 PT,VISp L6 CT Gpr139
LS-15062_S12_E1-50,cl76_e66_Pou2f2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15062_S13_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15062_S14_E1-50,cl76_e66_Pou2f2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15062_S15_E1-50,cl58_i81_Tmem255a_Sst,Sst Crhr2_1,#C11331,Inh,Sst,Sst_2,Sst Crhr2
LS-15062_S17_E1-50,cl76_e66_Pou2f2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15062_S18_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15062_S19_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15062_S21_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15062_S22_E1-50,cl61_e77_Mir221_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15062_S23_E1-50,cl214_e22_Rttn_L6_CT,VISp L6 CT Adcyap1,#5C89CC,Ex,L6 PT,L6 PT,VISp L6 CT Adcyap1
LS-15062_S26_E1-50,cl17_e147_Gng12_L6_CT,VISp L6 CT Ctxn3,#69A8E6,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15062_S27_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15062_S28_E1-50,cl61_e77_Mir221_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15062_S29_E1-50,cl162_e33_Gpr52_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15062_S30_E1-50,cl10_i163_Tacstd2_Sst,Sst C1ql3,#802600,Inh,Sst,Sst_1,Sst C1ql3
LS-15062_S31_E1-50,cl187_e26_Teddm2_L6_CT,VISp L6 CT Ctxn3,#69A8E6,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15062_S32_E1-50,cl17_e147_Gng12_L6_CT,VISp L6 CT Ctxn3,#69A8E6,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15062_S43_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15062_S44_E1-50,cl101_e53_Zmiz1os1_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15062_S45_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15062_S46_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15062_S48_E1-50,cl2_e381_Rgs2_L6_IT,VISp L6 IT Cd52,#A19922,Ex,L6 IT,L6 IT_1,VISp L6 IT Cd52
LS-15062_S50_E1-50,cl126_e44_Traf5_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15062_S52_E1-50,cl27_e121_Gadd45a_L6_CT,VISp L6 CT Dlx4,#74CAFF,Ex,L6 PT,L6 PT,VISp L6 CT Dlx4
LS-15062_S53_E1-50,cl58_i81_Tmem255a_Sst,Sst Crhr2_1,#C11331,Inh,Sst,Sst_2,Sst Crhr2
LS-15062_S55_E1-50,cl8_e168_Adam8_L6_IT,VISp L6 IT Col23a1,#C2E32C,Ex,L6 IT,L6 IT_1,VISp L6 IT Col23a1
LS-15062_S58_E1-50,cl35_i106_Bcl9_Sst,Sst Etv1_3,#BF480D,Inh,Sst,Sst_3,Sst Etv1_a
LS-15062_S60_E1-50,cl136_i41_Grtp1_Lamp5,Lamp5 Slc35d3,#FFA388,Inh,Lamp5,Lamp5_2,Lamp5 Slc35d3
LS-15062_S61_E1-50,cl39_i103_Rnf138rt1_Vip,Vip Gpc3,#B09FFF,Inh,Vip,Vip_3,Vip Gpc3
LS-15062_S62_E1-50,cl246_i20_Igsf1_Sst,Sst Hpse_1,#BF9F00,Inh,Sst,Sst_3,Sst Hpse_a
LS-15062_S67_E1-50,cl246_i20_Igsf1_Sst,Sst Hpse_1,#BF9F00,Inh,Sst,Sst_3,Sst Hpse_a
LS-15062_S68_E1-50,cl34_i116_Nr2e1_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15062_S69_E1-50,cl213_i22_Dnhd1_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15062_S73_E1-50,cl90_i59_Rom1_Pvalb,Pvalb Reln,#D6221D,Inh,Pvalb,Pvalb_3,Pvalb Reln_a
LS-15062_S75_E1-50,cl170_i32_Rps27rt_Vip,Vip Igfbp6,#7779BF,Inh,Vip,Vip_1,Vip Igfbp6
LS-15062_S76_E1-50,cl1006_i68_Hpse_Sst,Sst Hpse_2,#806B19,Inh,Sst,Sst_3,Sst Hpse_b
LS-15062_S78_E1-50,cl161_i34_Spsb2_Vip,Vip C1ql1,#BD3D9A,Inh,Vip,Vip_3,Vip C1ql1
LS-15062_S79_E1-50,cl153_i35_Mir384_Pvalb,Pvalb  Prdm8   ,#FF554D,Inh,Pvalb,Pvalb_3,Pvalb Gpr149
LS-15062_S80_E1-50,cl1007_i56_NA_Pvalb,Pvalb Th,#FF2F7E,Inh,Pvalb,Pvalb_2,Pvalb Th
