"sample_name","x","y","rmax","subclass","broad_class"
1733,10309.9105418323,13215.1348305778,-3.6338456554,"L2/3 IT","Ex"
1735,8624.90040540105,16699.8297971821,-2.99442721504944,"L4","Ex"
1736,10336.6144136978,407.530337100293,4.11554412999962,"Pvalb","Inh"
1738,8073.88766649939,12974.9450580247,0.790381796276733,"L5 IT","Ex"
1740,16171.8464427832,6060.3099643299,1.20990514558072,"L4","Ex"
1743,15430.0988881868,7156.41182306061,-1.80688985854765,"L2/3 IT","Ex"
1744,9715.84071185466,6412.48352764619,2.56712263791254,"L6 PT","Ex"
1745,6995.5343852934,18277.1943458608,2.49524863648011,"Sst","Inh"
1747,10672.2988503077,18648.7980647859,-0.55799292774765,"L2/3 IT","Ex"
1748,14360.9172559247,5589.05442106787,1.28371383101734,"L5 IT","Ex"
1749,4670.73901556748,16474.5914356306,0.300478691071087,"L6 IT","Ex"
1750,11016.9714693156,16807.4994275518,-1.40308122602432,"Pvalb","Inh"
1751,14614.2659096059,7973.49516072869,1.48306907062095,"Sst","Inh"
1752,14512.5255070621,14295.1567136855,0.160538015577107,"L2/3 IT","Ex"
1753,6897.84350583622,18995.2078687095,1.57720243878765,"L4","Ex"
1754,3483.56121814295,14068.5331702909,1.98876639038029,"Sst","Inh"
1756,11920.5300528941,8771.71540347392,-4.0928916643,"L5 IT","Ex"
1757,16944.2431417712,5138.38565868044,1.18632273509516,"L2/3 IT","Ex"
1759,16332.0003664418,6923.99836877,-0.647332737095374,"Lamp5","Inh"
1761,13632.226996598,5786.69252358096,-3.97210967661095,"L6 PT","Ex"
1762,12073.8015963898,2775.65923661773,2.45475790525933,"L6 PT","Ex"
1763,8275.57159336228,14655.8077386633,1.25417871328068,"L5 NP","Ex"
1764,8109.1498201352,9935.86744179314,1.81247668598887,"L6 PT","Ex"
1765,6370.07398442014,11674.6860091112,-3.7255260454,"L6 PT","Ex"
1766,7269.74193173124,11017.9017880077,-1.21118230298321,"L6 PT","Ex"
1767,10812.0765685682,6521.41111725998,4.4352638169694,"L6 PT","Ex"
1769,14285.7144297493,5937.04408212849,-0.428169343916029,"L4","Ex"
1770,2470.56945128703,14786.2528877258,-2.81295214796408,"Endo","Endo"
1771,12667.7774704577,15447.7197232958,-2.87128785861002,"L4","Ex"
1772,7861.35309932637,10004.2794330536,1.36326530584862,"L6 PT","Ex"
1773,11999.6090088455,11843.436885802,3.27541746683567,"Pvalb","Inh"
1775,14788.9987268967,13047.5811340077,0.578294763837624,"L2/3 IT","Ex"
1776,12399.5592032127,16434.3215040952,3.88110026484725,"L2/3 IT","Ex"
1777,6683.30828727938,5297.10611272711,-1.10186537848003,"L5 NP","Ex"
1778,16448.461485557,10944.659625921,-3.40697640440429,"Vip","Inh"
1780,1064.34035822575,14903.5872030454,-0.66161145731031,"Vip","Inh"
1782,8966.59490139681,2030.18843685539,3.21613494176984,"Sst","Inh"
1783,11519.9893051395,5256.28455421322,-3.00709684889965,"L6 PT","Ex"
1784,10997.6759185437,15313.8875028729,-1.73140411171944,"L2/3 IT","Ex"
1785,16159.4735435401,9812.48849112028,3.10703505906898,"L2/3 IT","Ex"
1786,13009.1730403187,10631.6453474592,1.7592310977544,"L4","Ex"
1789,9196.05321754636,7664.58536027247,-1.6618150177,"L2/3 IT","Ex"
1790,12493.0868374157,16816.5390103419,0.117445422075788,"L2/3 IT","Ex"
1791,14251.5185512697,9412.76364223808,2.76528330294271,"L4","Ex"
1792,14210.1790418895,11365.7456033494,-0.787462003588887,"L2/3 IT","Ex"
1793,7975.78834192783,19059.2124626403,-0.192809455930038,"L4","Ex"
1794,1980.63704525223,14604.9424598829,-3.87666165210248,"L5 NP","Ex"
1795,10486.5440008256,10444.3783531957,1.39273169774321,"Pvalb","Inh"
1796,12063.1414886277,16904.8457796769,1.59511359353784,"L2/3 IT","Ex"
1799,17329.8381356837,4962.29955896314,2.42454654280917,"L2/3 IT","Ex"
1800,12248.1940873595,12864.690080824,0.289849259580607,"L4","Ex"
1803,2409.15507374818,14252.7075589259,-2.14050661116736,"Oligo","Glia"
1804,7628.05030608496,9403.25192346627,1.02409870749435,"L6 PT","Ex"
1807,9145.51331500358,9026.71383420527,0.362187575680634,"L6 PT","Ex"
1809,10587.1449306001,6207.39009747646,4.07636160454701,"Sst","Inh"
1810,6548.49822467351,17350.7529953186,4.48865062149223,"L5 PT","Ex"
1812,8223.22001110013,3471.77079656035,-2.46128264500434,"L5 NP","Ex"
1816,7783.83061438324,16212.4237983433,0.962871827287376,"L5 IT","Ex"
1817,4751.25913250302,15289.0924592012,-2.4845201209982,"L6 IT","Ex"
1818,7669.75919687622,9139.52139647766,-0.900448248264313,"L6b","Ex"
1819,5185.19695745544,13004.1766508401,0.447861816487554,"L6 PT","Ex"
1820,11537.6681212366,6037.14192907047,-0.666489331516017,"L2/3 IT","Ex"
1821,16391.7589138696,5149.59233335949,1.10307553654173,"L4","Ex"
1822,4062.89585483642,15754.6696763716,2.22936286749751,"L6 PT","Ex"
1824,9167.60579894011,8842.68473173345,1.19446138356223,"L6 PT","Ex"
1825,8195.93786205659,12659.5209685493,-0.459183888002658,"L5 IT","Ex"
1826,14571.9887451803,6432.9570702465,-0.525797373562746,"L5 NP","Ex"
1827,9390.09248444598,13162.8654595987,4.80237167368281,"L5 PT","Ex"
1828,14378.3354537204,13007.2244825651,4.21485753916743,"L2/3 IT","Ex"
1829,9633.37911920352,18141.4564479309,4.02263568277142,"L2/3 IT","Ex"
1830,13206.5564074119,15935.8084215697,2.98689483233302,"L2/3 IT","Ex"
1832,15594.7001898479,11074.0117737439,-2.80991545842983,"Astro","Glia"
1834,1550.97452627303,15515.2462383253,-2.75452318371551,"L6 PT","Ex"
1836,12235.1373791531,3177.3432372255,-3.86306547554972,"L6 PT","Ex"
1837,14526.8398004128,9334.5774956578,1.29198481569164,"L4","Ex"
1838,6957.658042116,15731.6862143248,4.35072499218274,"L5 IT","Ex"
1839,16340.329305691,4904.44179341849,-0.950039026364385,"L4","Ex"
1843,14641.1783525916,12277.7273625558,0.00343961159257189,"L2/3 IT","Ex"
1844,11064.6283492148,6876.911575442,0.896905600090284,"L6 PT","Ex"
1846,6425.46074566772,12124.6490379999,1.70364135484595,"L6 PT","Ex"
1847,11816.9825495634,12357.0445441684,0.419794407665379,"L4","Ex"
1848,5833.42462717657,12265.5119389377,1.06300091585402,"L6 PT","Ex"
1849,9583.27043634172,7803.01531664321,-0.413835088079575,"L6 PT","Ex"
1853,8368.29675629467,9589.97994068422,0.651934151880454,"L6 PT","Ex"
1855,10009.0877895516,12151.6349394949,4.74965216570249,"L5 PT","Ex"
1856,14391.4346635898,10723.7031546927,0.0412371625828869,"L2/3 IT","Ex"
1857,10886.4330956823,15365.5119213385,3.59806318388015,"L4","Ex"
1860,12875.6755246489,4956.25994092181,-3.61792746322039,"L6 IT","Ex"
1861,14947.237941134,8345.33519646601,1.81824812782403,"L4","Ex"
1862,7620.35323905089,13231.9648216442,0.907741658410021,"L6 IT","Ex"
1864,12145.7668361262,16740.423292473,2.41521168540357,"L2/3 IT","Ex"
1865,4561.3629158749,15505.8218352876,1.18102380234374,"L6 IT","Ex"
1866,15040.5117236689,6777.452600824,-0.640549760276802,"L4","Ex"
1869,6728.74427222709,7058.5611288384,2.44216592062075,"Oligo","Glia"
1870,14927.421147469,7010.76506482797,-3.3691295621405,"L4","Ex"
1872,15229.2366491143,11267.6809802632,4.26330595684911,"L2/3 IT","Ex"
1874,15407.5643936386,9647.41438859614,2.74307821769712,"L2/3 IT","Ex"
1876,15133.5809119051,11389.8032474236,-0.136368247964948,"L2/3 IT","Ex"
1877,10529.3041610128,14207.7688269295,-0.645588025446453,"L4","Ex"
1879,12274.9706137989,4805.65423058893,1.63274878704508,"L6 IT","Ex"
1880,8227.36678818967,14842.0859276813,0.978290268683828,"L5 IT","Ex"
1881,4122.62897826893,16151.5213646984,2.85789614470246,"L6 PT","Ex"
1882,14979.7039556954,3931.03629669485,2.43943518305082,"Pvalb","Inh"
1883,13999.5239415553,14972.7764117291,4.35987117707221,"Vip","Inh"
1885,11529.0425727843,15457.7287373341,-1.76930541047662,"L2/3 IT","Ex"
1886,14182.6799517609,11946.128649869,1.13755825717849,"L4","Ex"
1887,14497.0366524925,15319.3022748844,0.682606399513918,"L2/3 IT","Ex"
1888,12410.7008306832,10330.5446281337,4.94228048894278,"Sst","Inh"
1889,10144.9371941425,882.032557210355,1.89295780924894,"Pvalb","Inh"
1891,16313.5053781076,6999.99725251299,-2.25224248403958,"L6 IT","Ex"
1893,16360.895653931,7513.26448753364,-3.603537338,"L4","Ex"
1894,6051.29044100116,16150.9793092013,3.7852441452828,"Pvalb","Inh"
1896,7393.32732590952,14203.9293342345,1.36910762487166,"L5 IT","Ex"
1897,14552.1474763351,2626.55950997937,-2.77813702932314,"L6 IT","Ex"
1899,9780.81339522729,12929.9601083985,2.79268247313406,"L5 PT","Ex"
1901,9521.69927372747,6500.15387110196,3.76799191702349,"L6 PT","Ex"
1906,8446.74069303316,8271.68198606406,3.86506499614625,"L6 PT","Ex"
1912,9333.64854077256,6652.23137649921,-0.0773164219220325,"L6 PT","Ex"
1914,9618.62725026947,10539.749335588,0.708556298807592,"L6 IT","Ex"
